timestamp,magnitude,latitude,longitude,depth_km,p_wave_velocity,s_wave_velocity,type
2025-10-08 02:21:32.623119,3.26,29.254011183716756,-67.78401260781206,30.802720847112433,3000,1500,moderate
2025-10-08 19:25:10.299128,3.6,37.45306400328819,-172.58958205351112,48.79639408647977,3000,1500,moderate
2025-10-16 04:55:16.466085,2.68,-10.772551126871761,-136.06623545587962,29.807076404450807,3000,1500,minor
2025-10-18 07:16:05.564440,4.73,17.758527155466595,-123.83328944072285,16.239780813448107,3000,1500,major
2025-10-20 00:35:59.064708,2.61,-64.89110508263246,-74.82792652732147,24.654473731747668,3000,1500,minor
2025-10-20 17:58:10.975479,3.2,2.562198914450093,33.26924479033528,11.85801650879991,3000,1500,moderate
2025-10-23 11:13:50.620446,2.97,49.52390820500062,158.21961896310808,45.79309401710595,3000,1500,minor
2025-10-25 00:05:14.321466,3.09,-54.72308476455387,-163.71817599220628,23.013213230530575,3000,1500,moderate
2025-10-25 07:01:53.832517,2.07,80.79939670559997,167.62753190684134,42.33589392465844,3000,1500,minor
2025-11-01 00:57:28.901343,2.18,-56.98718822638191,-70.47279253456642,30.990257265289515,3000,1500,minor
